TITLE,SUBTITLE,RATING,IMAGE,EXTERNAL,TO,DATE_SEEN
Handsome Siblings,story of 2 twin siblings born out of intercast love marriage,3,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcTg2oCfocDFt5obpCzPAnHeS0rdPRcC4mYr0A&usqp=CAU,https://drama.fandom.com/wiki/Handsome_Siblings,/sitcom/handsomesiblings,08/08/2020
The Umbrella Academy,based on american comics,3,https://images-na.ssl-images-amazon.com/images/I/619%2BkHdX3BL._AC_SL1004_.jpg,https://umbrellaacademy.fandom.com/wiki/Umbrella_Academy_Wiki,/sitcom/umbrellaacademy,05/08/2020
